Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Colombia,COL,"Industry (including construction), value added (% of GDP)",,,,,,27.37898426,26.12267176,27.99275774,27.42373998,27.51682658,27.63994336,27.73116252,28.75737024,30.52146735,30.00583155,29.21813442,30.83341161,30.30184532,29.96425457,29.52355156,31.58884956,30.60360414,30.88269802,31.50061703,33.262286,34.60371499,36.17395281,34.74813268,36.23322742,36.94435237,31.49686022,31.63041037,29.70021056,30.16888033,29.11468198,29.228924,28.51900196,27.07867036,26.39229161,26.72078756,27.30577228,27.22281504,27.52901277,28.90378013,29.72589209,30.34814977,30.91346003,30.57903507,32.13109113,31.24703434,31.3713561,33.30215517,33.40550062,32.74755529,30.98585272,28.58944789,27.68916231,26.81485891,26.89546675,25.99342684,23.4392386,24.55656974,26.1475271,24.54839616
Comoros,COM,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,12.20643665,12.20714473,12.20686005,12.20624486,12.20633426,12.20624342,12.20639796,12.20647095,12.20640033,12.2065857,12.20654869,12.20631378,12.20656501,12.20621033,12.20675645,12.20645317,12.20664692,12.20609898,12.2065011,12.20612883,12.20627155,12.2063718,12.20631433,12.20627867,12.20629366,12.20649832,12.20643209,12.41024133,12.13563705,12.07332807,11.77544243,11.6973086,11.22256957,11.64828999,11.61092478,10.40840816,9.85451807,9.137350096,8.876795865,8.531000615,8.089453236,9.267578777,9.080239623,8.974341057
Cabo Verde,CPV,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,16.96004762,17.35196407,15.80927931,17.27724398,17.60405001,17.98379828,17.81948912,18.70416277,19.3033605,20.7577658,30.06553625,30.32637723,32.38157608,22.5279403,30.55918902,28.29412954,28.93080753,26.20735295,26.37790372,23.37704203,21.74719078,19.16407138,19.0535136,18.5259963,18.21808332,19.21107785,19.09227813,14.01154411,15.48151033,15.96945983,14.94145775,14.56997848,14.00680796,14.57827873,15.45569567,14.61589099,12.66684933,12.51880384,14.62868997,13.28519743,14.68663272,12.519147,11.29929555,10.71661326
Costa Rica,CRI,"Industry (including construction), value added (% of GDP)",20.13633839,20.36663563,20.4198807,21.35596953,21.72274023,23.03423581,22.85701067,23.0820686,23.98814099,23.92976458,24.0968664,25.3201636,26.10579615,26.69940145,27.57629204,27.37286236,27.44829654,26.16261676,26.06751738,26.45672569,26.96767286,26.62115779,25.73926921,28.61383918,29.45189555,28.86750088,27.62291887,27.5735643,27.22929536,26.90209473,25.69600069,27.36903204,27.88045677,27.35790876,26.60852391,26.570148,25.98587457,26.04151423,25.98557193,25.73297755,25.44499083,25.21660207,24.56959793,24.1792375,24.66906192,24.26953411,23.71986794,23.89379476,23.55360244,23.52273814,23.32296521,22.58987067,22.20487739,21.34497248,20.61640542,19.96787847,19.65001128,19.31453971,19.55814326,19.23365693,20.36785113,20.60579236,20.64643811,20.45925384
Caribbean small states,CSS,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,31.86501511,29.96338893,27.71025209,26.84230194,25.11224788,22.95024265,20.97871045,20.40007916,18.42655082,17.96880125,17.12943873,18.78690366,16.09689064,16.33341386,16.57368764,15.66401823,15.0641857,16.1319703,16.08546482,16.19258814,15.55741363,15.07778047,14.35946545,15.16998841,13.60327413,14.30644684,14.28411914,14.29883143,15.08439448,17.49264569,16.58342458,17.96985128,17.48091724,17.94097782,18.35222904,18.62411588,18.17324077,17.72041295,16.49478441,17.29059212,18.03774138,17.75372919,17.9711645,20.36090483,23.48242505,31.36284085,
Cuba,CUB,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,16.93562655,16.93796472,16.93793859,16.93516494,16.93155,16.93551418,16.94965424,16.93780833,16.92130063,16.91347331,16.9553331,17.02035519,16.87857978,16.83876066,16.87433757,17.16463405,17.345465,16.16970062,16.63966583,17.05222111,17.35760444,17.01741395,16.81330926,16.29365879,16.91458907,17.96093234,26.68546033,27.57914273,25.91900123,25.39325829,25.53508215,24.86238416,23.70134413,22.50593295,22.0396304,21.52682999,22.20473695,22.52699906,22.38649614,22.60470361,22.89360776,22.2582983,23.36719487,23.1503085,22.15207529,22.35380936,22.94280122,24.35662514,24.87790646,24.54953997,23.01787208,23.34743595,23.77004188,
Curacao,CUW,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.78992193,17.46571237,16.50394645,15.48318111,15.02736672,15.40984041,16.09219655,16.39599226,15.2140225,16.94504025,15.01972892,13.63866155,13.78632458,15.33896192,16.35854869,16.50359727,17.15376213,15.40989702,14.41275094,13.27463849,11.98469357,11.43671088,11.19393861,
Cayman Islands,CYM,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82859311,9.65080208,9.084531344,7.903559334,7.065307493,6.813324224,6.857946115,6.92395108,6.896181792,7.006039148,7.28391319,7.193819233,7.414390574,7.707952982,8.134915877,8.37449653,8.190595287,
Cyprus,CYP,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,25.17509256,28.84096813,30.98557454,33.12931748,33.21689187,33.64460959,32.4086717,30.86154572,30.08709394,29.02646848,28.49143049,27.59073228,27.49691105,27.50137624,26.57627461,25.92636036,26.73944834,25.55996004,24.68012382,23.22568329,20.05901818,20.14162794,19.65430683,19.23676276,18.48816444,17.68603455,17.3938334,17.93016221,18.01295541,18.06745916,17.89112301,17.83012994,18.19710261,17.89658538,15.95445968,14.47911521,12.74536429,11.7579803,10.74926723,9.972871049,10.19094075,10.83650962,11.34338747,12.16910929,12.95292744,13.04440899,11.91306594,12.10948627,12.22632563
Czechia,CZE,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.86812581,34.81898287,35.38550879,36.14515199,35.69966677,34.78928177,33.77118247,33.49120748,33.90920025,33.2092894,32.34225338,33.57974959,33.61719819,34.33321599,34.18273662,33.65763346,32.98769447,33.17075187,33.65057382,32.9223275,32.64607051,33.83935076,33.7818228,33.40932728,32.70829701,31.77085441,31.53023622,30.68692941,30.26568427,29.61139528,30.15961367
Germany,DEU,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.52415185,32.51589251,30.60649156,30.19698833,29.76807892,28.85592647,28.57813018,28.38449777,27.65440791,27.71237832,27.0691909,26.37872364,26.18678134,26.40484946,26.35329129,26.97439918,27.23650257,26.84868191,24.73580485,26.84889253,27.06897192,27.28398614,26.78261334,27.01099599,27.10978858,27.56850648,27.46232202,27.30627405,26.99111427,26.70737691,27.03409861,26.90219536,28.08185074
Djibouti,DJI,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39562816,11.64420336,11.39514948,11.33870712,12.40612445,13.99160539,14.61028949,15.03826399,16.28710536,15.33349204,15.30243453
Dominica,DMA,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,10.30627847,10.12100219,10.16798017,13.71270306,13.37373354,13.63906756,12.42151943,12.00794848,11.27528959,10.20782097,10.29108084,11.55175838,12.39835258,12.48483065,12.64325199,13.8996139,14.08163881,13.71793615,14.418316,14.36192455,14.56599069,14.91654318,15.05777282,15.86014638,15.38620652,15.46858153,13.60821628,13.27261357,13.01894274,13.16149115,13.41202943,12.71915998,11.36160545,11.70752927,12.83810256,12.75425053,12.31975621,12.49039255,12.53364749,11.99174712,11.0723695,16.15015889,15.08039851,12.22950242,12.17232961,11.99819438,12.19687617
Denmark,DNK,"Industry (including construction), value added (% of GDP)",,,,,,,28.54624983,28.14120567,27.62310858,26.92274222,26.37487931,26.22296313,25.91487623,25.25308286,25.11411773,24.89130203,23.82160709,23.49912197,22.77709227,22.04484269,23.28030674,22.15662075,22.21662983,22.30370578,22.62832639,22.81478508,22.65644238,22.82586645,22.5680297,22.72514958,22.63284099,22.40011367,22.4955692,21.62767476,21.62335439,22.09256155,22.28817331,22.45273084,22.32601845,22.63833091,23.65270962,22.8907148,22.65573623,22.16299378,22.1296309,22.23953194,22.81959381,22.16667353,22.59393456,19.95019791,19.70492415,20.25469861,20.39791732,20.06180735,19.78499589,19.98745459,20.66861683,20.74323784,20.82449329,20.70893809,19.72066483,19.58833796,19.65629709,21.48597245
Dominican Republic,DOM,"Industry (including construction), value added (% of GDP)",,,,,,21.10326228,24.11634444,26.25101526,24.79868308,25.58847719,25.16171561,25.9696741,26.59571517,27.00434071,27.39708064,30.44896744,30.16785779,28.40099212,28.12325259,28.90003432,26.70841667,25.56305498,26.52346769,26.1304687,24.30990666,17.37997336,22.78097942,19.92346048,24.48592587,30.70148393,30.23658515,33.6226026,32.35208124,32.21057814,32.43245513,32.17721371,33.54386724,32.11191928,32.91629851,33.15847379,31.67042451,29.73277266,31.08810875,31.88230289,31.81294451,30.26935767,31.10986126,30.54694685,29.59218881,27.78702354,27.92339361,28.39554288,28.42025851,29.24893357,29.76905868,28.49636818,27.57808736,28.068774,28.81128478,29.07733665,30.28247171,32.66212093,33.06966487,31.13868857
Algeria,DZA,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.239049,53.33096965,40.81459026,39.76671454,42.04010158,44.98146332,48.50683601,50.8913842,50.37171688,51.61617121,42.01288021,45.24319464,44.9869856,43.19505491,39.74385437,38.56141383,32.75650093,32.20516405,33.47669495,35.34325861,33.57432118,30.02358038,36.3169164,43.06079322,37.99855873
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (% of GDP)",48.41877927,36.4451283,35.69342136,37.30871932,39.75300772,39.67621704,42.30562788,38.54200201,35.17122959,38.97640172,43.96823407,45.91023029,46.79988248,46.0701328,43.77179848,46.07446894,44.29690802,45.44473265,43.93765871,45.21458715,43.91649834,41.46894737,40.23389782,41.88489246,41.0161568,40.29039813,39.34709114,39.1253768,39.55508728,39.94417401,39.68105141,40.27764646,40.77992081,41.88878133,42.20213624,43.04016693,43.74953276,44.29773555,43.72895845,43.31883745,43.70958153,43.79058808,43.57846074,44.18208366,44.6192104,45.56711257,46.06073069,45.52858448,45.77021486,44.84690706,44.80396945,44.96110203,44.11208509,43.04457316,42.16951532,40.14593492,39.00191496,39.27663895,39.21156526,38.18599278,37.45662495,38.9376178,39.12611036,38.02849123
Early-demographic dividend,EAR,"Industry (including construction), value added (% of GDP)",,,,,,,,,28.48350176,28.77391719,29.35701222,30.5581308,31.12967866,33.11205334,39.64510282,37.18345375,39.17775284,38.13351997,35.99406709,38.58925365,38.61701234,38.47509753,36.1464012,34.43870208,33.18239336,31.3066991,29.96218382,29.85584391,30.95106369,31.05387016,32.02248163,31.85542829,31.5257358,32.33343623,32.23823829,32.37482407,33.06041024,32.98516189,31.17767261,31.40103183,32.39391016,31.85094108,32.87352102,32.488201,33.64200578,34.86479811,35.94939982,35.63420368,36.92319041,33.73519461,34.35097041,35.22101558,35.01025163,33.90689837,32.79739813,31.94130233,31.38570952,31.92632,32.88254815,31.80617583,30.96377246,32.63811608,34.19788441,32.86051072
East Asia & Pacific,EAS,"Industry (including construction), value added (% of GDP)",93.9889075,62.46696553,55.32436197,56.55934136,60.0228765,62.50100777,65.19516432,54.3123019,46.64870105,50.46816167,54.67098167,55.2616294,51.95321537,49.65300062,47.79307186,50.25032446,47.0273932,46.93136996,37.76780094,42.27260385,44.22707967,41.58776166,43.53098163,44.75331268,45.01506458,45.1338167,35.58460789,32.65777841,31.70939195,34.19485003,35.40994311,34.61439094,34.46317385,33.58443192,34.944265,35.01244641,35.12754786,34.93695703,34.4190158,34.05799524,34.04449239,33.23314862,33.0854729,33.35449452,33.67223913,34.23820401,34.96922808,35.4062692,35.60655229,35.08418245,35.86659038,35.89900919,35.73370054,35.91473043,36.06635164,35.38525683,34.58004127,35.03811772,35.18234755,34.50283281,34.24845079,35.52646902,35.52795305,34.59464129
Europe & Central Asia (excluding high income),ECA,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,36.22756819,37.28476991,37.44790083,34.09998521,38.32633204,37.42223665,32.6453514,33.74539706,32.63274661,30.65904679,30.18813052,30.57039958,28.82665182,27.94996906,27.34851207,26.75043669,26.84465879,27.11370149,27.83436551,29.07280108,29.40542441,30.00464699,27.99855074,28.49137499,29.91609153,29.69409966,29.64746709,29.85651026,28.57972759,28.61572615,29.43525913,29.95638881,28.64099742,28.3784534,30.63933277,31.13178721,28.56114728
Europe & Central Asia,ECS,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14083956,29.0651137,28.10484853,27.88835101,27.03407396,26.55900868,26.22584379,25.82095703,25.27878499,25.42046398,25.02219384,24.55402763,24.23799925,24.28834313,24.44327396,24.74851324,24.71832122,24.80743241,23.18694765,23.61981688,23.89783784,23.76467137,23.45823213,23.19268047,23.2259224,23.08025354,23.34897321,23.5150991,23.31815432,22.96107508,23.62352545,24.57829813,24.08511041
Ecuador,ECU,"Industry (including construction), value added (% of GDP)",22.02076093,21.66823426,21.69328051,22.15941338,23.76269625,23.82359056,25.32212862,24.63191102,25.04305597,25.66047562,27.46136844,28.35627883,27.05080296,24.38243755,26.46260758,25.61979076,26.981031,27.91558816,27.08589152,28.69750517,26.80371106,28.23208677,29.59637656,27.72719104,29.52682519,29.49521711,27.16390875,27.19621785,29.11359589,28.9542479,30.12981312,30.4402033,32.61490022,28.58268326,28.25006337,27.14052294,26.78918036,25.87335599,25.81631245,28.78032844,34.69291132,28.46381003,27.98097463,27.54686486,29.66373838,32.12447307,34.79334838,35.43522929,38.92016148,31.09162133,33.90617518,37.40570052,37.09175038,36.83229365,35.71199553,28.09004234,27.53396379,28.4680087,28.01474953,26.65046059,23.98113473,27.43638227,29.21197993,26.85713301
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (% of GDP)",21.55925724,22.0546895,24.75647859,25.04806372,25.04029304,24.06974178,23.9929661,23.8085845,22.72942103,24.11860759,21.42053973,22.12281897,21.66745434,20.49537153,23.27607555,25.40798251,23.77472183,24.70188431,26.16839649,34.72935693,33.38865825,31.28132497,30.04542216,28.58646617,28.76582278,29.59517426,27.88662132,25.94174757,27.44967484,26.58960961,27.40605386,32.13333484,31.41121495,31.14690722,30.50285714,30.24509804,29.51874455,28.99962392,28.64509395,28.40084525,30.7518671,30.89885698,32.58350488,33.37058683,34.66791675,34.14872795,36.15473531,35.06538668,36.21255165,35.81644598,35.78451848,35.9517176,39.25130242,39.8869574,39.89033385,36.63020154,32.4559536,34.39586809,35.32987503,35.82542438,32.3694441,31.18763577,32.71143147,32.73447525
Euro area,EMU,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.63397144,28.0735502,27.24288661,26.90468046,26.68227782,26.04685864,25.78870982,25.63182094,25.17771549,25.16379663,24.88736226,24.48608958,24.12690208,24.03485496,23.84492608,24.03141635,24.01230437,23.62160651,22.16418574,22.37568047,22.36680025,22.19496328,21.91783743,21.83002075,22.22576277,22.29342728,22.25566937,22.23764762,22.18363612,22.21859861,22.55196698,23.00418901,23.32390854
Eritrea,ERI,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7605067,13.61072509,12.79921837,15.0839348,18.90622873,20.98060558,19.28035202,20.87420992,19.16068042,18.53351043,19.17384491,19.69660113,19.61273885,20.4623875,18.15290725,19.19520823,25.91468245,21.81933914,,,,,,,,,,,,,,
Spain,ESP,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.33443338,28.07914097,28.06469877,27.8474729,27.89501161,27.96923984,27.95534335,27.74577348,27.42120444,26.99395069,27.16893278,26.93253691,26.30364868,26.29042099,24.89967952,23.15977586,22.08114025,21.03454162,20.26498099,20.0635672,20.07361153,19.99255218,20.04564332,19.86594776,20.0416214,20.136728,20.32406385,20.79462142,20.24093485
Estonia,EST,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.38145076,26.55850455,26.11085672,25.2370633,23.84321714,24.88270145,25.51855435,25.49024746,26.11263449,25.43172004,26.26032,26.94754855,26.882417,26.2192756,23.47501277,24.40124053,25.72239702,25.26639698,25.34999607,24.77265071,23.86328154,24.04753836,23.99888661,24.02416596,23.03356811,22.70556274,23.40177085,23.9599725,22.3084445
Ethiopia,ETH,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,8.527880018,8.618272432,8.276971863,9.895564068,8.950731513,9.467960305,10.73693729,10.02576902,10.06668567,9.077381178,7.099957618,5.945667944,7.273196268,7.984246236,9.060146519,9.545525013,11.90513317,11.28872,11.89793137,11.41046712,11.92792946,12.74027964,12.89950222,12.68554034,11.78883353,11.59231605,11.58949667,10.20685429,9.683480443,9.435128138,9.664642193,9.476137965,10.94455699,13.47132451,16.29779364,21.9325682,23.58190618,27.30570214,24.82236751,23.10229481,21.85002737,22.71752781,24.47667644
European Union,EUU,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.80984349,28.20420293,27.26158425,26.97777665,26.78609718,26.19957766,25.98094039,25.82398063,25.36192123,25.3638606,25.0824078,24.69346133,24.34167036,24.30845644,24.18205416,24.41832363,24.44109,24.13604576,22.70357168,22.97374528,23.05283554,22.7985031,22.41988795,22.40190502,22.80433673,22.82161801,22.73925401,22.71770465,22.64781797,22.60401637,22.89831236,23.44377939,23.73027359
Fragile and conflict affected situations,FCS,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,35.48646669,34.0555164,33.49745983,33.62991001,34.31216022,34.04343821,33.58289332,32.74303203,32.59758754,32.04451927,30.92454288,30.12457531,30.47728749,30.08745748,30.39666554,29.22305654,26.51353871,26.25793211,26.95897699,28.22179859,29.49091315,28.84025744,29.02704703,30.52940884,30.43587885,31.58997963,30.94628979,30.10990935,29.5290249,29.37300797,29.25185352,30.24112622,30.67000941,29.56322549,25.66039605,26.15829449,25.03106092,23.37878102,23.32163605,23.09748329,23.3058164,23.49736574,24.40068758,23.99619638,23.87829466,24.03649837,23.99068075,25.13794095,24.532733
Fiji,FJI,"Industry (including construction), value added (% of GDP)",,,,22.85992218,23.65107914,22.68835616,22.47284879,23.08868502,22.70233196,21.15505336,20.75078206,18.78244455,20.05357826,19.68666282,20.22222222,20.44807602,20.52928013,18.99713028,17.95784677,19.7019479,20.15858289,19.18560606,19.54041674,17.81255316,16.96063671,17.44378608,18.22193337,19.25225225,19.57300328,21.36644171,21.08781313,21.4522478,21.95949548,22.25996829,21.96281097,20.81919232,20.77196036,21.35140509,20.95905008,19.02414724,19.58735269,20.62434875,19.90060361,18.65582867,19.76162877,16.45092857,16.1619036,15.4808294,16.08609369,16.67781186,16.9725804,17.41334029,16.72296805,16.33721435,15.01276575,15.17127027,16.20268603,15.69404877,15.53731824,15.81866294,17.18899588,16.67328873,15.16449962,16.08114493
France,FRA,"Industry (including construction), value added (% of GDP)",30.27501388,30.66666667,29.98805047,29.66893438,30.16747933,30.28185601,30.05698694,29.71243509,29.33366092,28.79340726,29.04501265,29.50382333,28.88354943,29.18799967,28.75272248,28.64895114,28.16897275,28.11213564,28.0121968,27.62888928,27.76988291,27.06765885,26.44657152,26.24271343,25.77839696,25.63861954,25.45998262,25.05061432,24.98122058,24.38670934,24.45645468,24.29969635,24.00663847,23.06195764,22.24437161,22.30977786,21.67518722,21.52730131,21.44484487,21.2017282,21.29393981,20.93836952,20.64945281,20.1918112,19.95758263,19.60960527,19.28408447,19.13673919,18.81383069,18.30484264,17.84573563,17.97816621,17.86855062,17.97180129,17.74593967,17.67969171,17.43413205,17.24115265,17.18837933,17.42467597,16.78585851,16.39562962,16.82211154,18.65085084
Faroe Islands,FRO,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.14644657,18.24837931,17.83875904,18.61712593,19.37018825,18.81790526,18.11926606,17.2377523,16.94183537,16.86811331,17.3235542,15.96324611,14.23571396,14.30281135,14.19396138,13.81341629,15.66818304,16.48553445,15.60074347,17.30649997,17.88793532,19.11334707,21.00436722,19.52976092,18.07624899,
"Micronesia, Fed. Sts.",FSM,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.857623571,7.576325407,7.050699742,8.152166712,7.853257352,8.182514989,8.253693703,6.786900063,6.637007508,6.118858123,5.251318613,4.054556663,3.15019596,3.759256775,6.88639333,7.235469572,8.162566463,8.338153826,7.307297525,6.030484428,6.113275653,6.046953846,5.429415042,4.866454082,4.817918782,4.885349462,5.022871795,4.854744186,4.85473913
Gabon,GAB,"Industry (including construction), value added (% of GDP)",33.91758097,31.56536315,30.60173197,38.13336192,30.75438889,33.87387387,34.93379717,37.8742515,45.54182564,45.58652322,47.59775473,45.57563273,51.24424885,47.85840472,63.35754641,62.28373702,62.35572243,58.2584758,57.8264095,61.75923053,60.4291086,58.40876608,60.63588191,56.83664784,59.69669708,66.52782406,47.50063629,48.8482206,35.94956655,41.72968925,42.99642108,44.61222634,43.31982219,45.24836038,52.6190343,52.36344538,55.36597089,53.6521823,43.14177694,48.81574364,56.2551965,47.71007451,47.3156668,47.0391681,51.5005374,59.92236081,59.46631966,57.22220573,61.74200001,50.44675323,55.19246281,60.88121046,58.82460162,56.60861688,52.72224165,48.1836273,45.0378509,45.46730899,47.12708562,47.67886409,41.58907819,50.91876272,57.35667541,52.9015621
United Kingdom,GBR,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.41656171,26.71614251,26.32776679,25.74790133,26.27401757,24.36253074,24.49051806,23.62815383,22.97614124,22.57306029,22.62307949,21.71471947,21.29240356,20.84088962,20.24221309,20.26675265,20.13120585,19.73771184,19.99353665,18.55479267,18.58807263,18.32544404,18.30164292,18.6217729,18.22869519,18.09417512,17.59399893,17.80509988,17.90039883,17.75881958,17.38801913,16.6124289,16.65619173,16.93422041
Georgia,GEO,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,32.74336283,33.33333333,35.38461538,34.09090909,33.57142857,37.14285714,34.30656934,35.21126761,34.93150685,36.11111111,31.33333333,34.375,23.65951743,,,,23.03993796,22.22002678,21.79964557,21.23061725,20.99750128,20.53640995,22.7373927,24.08542637,24.17576825,23.7580566,21.71444318,20.90056374,18.94374282,18.92638719,16.87791052,17.68003678,18.84674445,18.03372091,18.1712887,19.7698929,19.12216015,21.26748936,20.90427646,20.0073714,21.07095523,21.06756126,21.32977971,19.00192259
Ghana,GHA,"Industry (including construction), value added (% of GDP)",,,,,,18.62210095,18.37944664,20.4787234,20.35294118,19.14042979,18.23815848,18.28,17.72646536,18.59468723,18.13304721,21.01078932,19.21544591,15.83803637,12.02706566,12.28119906,11.86875758,9.162008096,6.247469665,6.62852237,10.58208685,16.67667498,17.15314836,16.31903485,16.56589256,16.72379754,16.77282953,16.96424636,17.37508808,24.8185739,24.89913545,24.28499555,23.57854075,25.66780506,25.26653562,25.41278341,25.40392229,25.21597974,25.27567435,25.2099151,24.71675627,25.12543594,19.38209477,19.49280657,19.39956455,18.51409213,18.01494281,23.86366009,27.13653359,34.08982221,33.89820305,31.1193795,27.69325465,29.95221769,31.17774363,31.10772437,29.87675423,28.40501467,31.47005051,29.45955206
Gibraltar,GIB,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,23.57593931,23.57218641,22.91367125,22.76427206,23.73640228,20.97133706,18.43218817,19.49547297,17.23206955,19.27839354,20.3686624,19.74523826,21.16105945,19.79121618,21.52308969,21.8203987,21.48150293,21.75737154,20.9236441,21.98795386,34.27539791,30.76639997,32.93284243,32.28872839,32.3138345,32.61439807,31.5767628,29.64071455,29.69416739,26.32463978,30.10384717,31.65398693,33.34100143,29.3907987,28.33300544,28.83516912,28.83516912,31.33828996
"Gambia, The",GMB,"Industry (including construction), value added (% of GDP)",,,,,,,8.29639012,8.343057176,8.33819242,8.34218916,8.214777421,8.209606987,8.277027027,8.2421875,8.297742526,8.907563025,9.611529991,9.553131359,10.64453125,11.64619697,13.01518752,12.48320452,9.552210563,10.91974238,16.64568911,13.64696513,11.31767268,10.83739108,9.488806283,10.35202885,11.00948689,15.36000825,15.17003448,15.20011349,14.62553319,14.87392944,20.70366459,15.57434597,16.06870982,15.59420686,14.82267336,14.76682464,15.80697677,14.84902505,11.45166445,11.4940796,12.12389238,11.87953997,11.16205075,10.21100755,9.828166236,11.51266032,11.95836884,11.89469631,13.21483428,17.14345306,20.93559296,17.89275502,17.3104258,17.28260083,16.85368539,15.88212316,15.71036586,15.19734084
Guinea-Bissau,GNB,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,21.24550089,22.07785145,22.46223367,24.39390261,25.49179591,25.36168325,15.52652783,22.63908593,19.98736063,19.86267556,18.72690858,15.9189253,14.40885567,11.45596051,14.37126518,15.64060878,19.80334602,12.29419103,13.46628099,16.35737905,17.41795028,9.247322885,10.3872073,9.672518522,10.86607738,11.47709738,10.90534727,7.167384923,8.532488758,7.897902312,8.88112868,9.969766234,15.82328011,16.7545535,12.44044041,12.44009607,12.09240561,12.5990181,12.38137561,12.75640333,13.74951491,12.25567091,12.04575127,13.15453146,14.68226939,12.92684753,12.02269333,11.7058929,16.37057219,15.64993346,15.58822488,15.4710928,15.56019857,16.05614036
Equatorial Guinea,GNQ,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91490224,81.30169858,84.34919433,75.32473243,74.74456143,78.06487369,77.31150427,72.44925774,70.19094522,59.10058727,52.33025433,56.86222809,57.29508162,52.07541004,45.40541058,50.39152856,56.44942397,51.22514674
Greece,GRC,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61467728,18.86539335,17.934107,18.20056455,19.12695141,18.74760261,19.3327722,19.43872231,20.51751706,20.3440195,17.80449024,19.987243,17.99835805,15.65977806,15.31347061,14.90122233,14.3771178,14.80477643,15.05994684,14.11966778,14.4993252,14.53201854,13.72869388,13.62843825,13.35468493,14.66704864,15.07815965,16.82286357,15.65550462
